Player,Overall,Goals,Assists,Expected Goals,Pace,Shooting,Passing,Dribbling,Defending,Physicality,National Team,League,Club Team,Age,Height_cm,Weight_kg,Position
Thomas Lemar,80,0,0,0.2,81,77,81,83,67,64,France,La Liga,Atlético Madrid,28,171,66,CM
Mario Lemina,79,4,1,4.6,69,67,75,75,78,80,Gabon,Premier League,Wolves,31,184,85,CDM
Álvaro Lemos,70,0,0,0.0,82,64,64,70,63,80,Spain,La Liga,Las Palmas,31,175,78,RB
Clément Lenglet,76,0,1,0.9,54,45,69,64,77,74,France,Premier League,Aston Villa,29,186,81,CB
Bernd Leno,82,0,0,0.0,83,79,76,84,53,82,Germany,Premier League,Fulham,32,189,83,GK
Johann Lepenant,73,0,0,0.1,69,56,67,71,69,69,France,Ligue 1,Lyon,21,176,71,CDM
Jefferson Lerma,79,1,1,2.7,72,71,71,74,77,81,Colombia,Premier League,Crystal Palace,29,179,70,CDM
Léo Leroy,69,0,1,0.8,53,56,69,69,61,66,France,Ligue 1,Montpellier,24,187,82,CM
Robert Lewandowski,88,19,8,18.1,75,88,79,86,44,84,Poland,La Liga,Barcelona,36,185,81,ST
Jamie Leweling,74,4,4,6.1,85,69,64,76,42,73,Germany,Bundesliga,Stuttgart,23,185,86,RM
Rico Lewis,76,2,0,0.6,78,54,73,81,71,57,England,Premier League,Manchester City,19,169,70,RB
Keane Lewis-Potter,73,3,1,6.3,78,67,65,76,44,65,England,Premier League,Brentford,23,170,67,LW
Philipp Lienhart,79,1,0,1.1,69,28,59,64,81,75,Austria,Bundesliga,Freiburg,28,189,85,CB
Matthijs de Ligt,84,2,0,1.7,62,61,63,67,85,83,Holland,Bundesliga,Bayern Munich,25,189,89,CB
Victor Lindelöf,78,1,1,0.8,52,51,73,72,80,74,Sweden,Premier League,Manchester Utd,30,187,80,CB
Karol Linetty,74,0,0,0.5,56,63,71,74,72,66,Poland,Serie A,Torino,29,175,80,CM
Samuel Lino,79,4,5,5.6,83,70,73,80,51,66,Brazil,La Liga,Atlético Madrid,24,170,69,LM
Luca Lipani,66,0,0,0.1,54,44,63,61,62,61,Italy,Serie A,Sassuolo,19,187,78,CDM
Pol Lirola,71,2,1,1.3,68,62,69,69,67,67,Spain,Serie A,Frosinone,27,183,70,RB
Marcin Listkowski,63,0,0,0.0,80,59,59,69,48,65,Poland,Serie A,Lecce,26,178,68,CM
Diego Llorente,77,1,1,0.3,64,40,63,67,78,76,Spain,Serie A,Roma,31,186,76,CB
Marcos Llorente,83,6,4,4.1,89,79,78,80,79,81,Spain,La Liga,Atlético Madrid,29,184,74,RM
Gautier Lloris,74,2,0,2.1,40,36,54,56,74,77,France,Ligue 1,Le Havre,29,191,87,CB
Giovani Lo Celso,80,2,2,0.6,69,74,81,83,68,71,Argentina,Premier League,Tottenham,28,177,68,CAM
Stanislav Lobotka,82,0,1,0.6,72,69,80,81,75,75,Slovakia,Serie A,Napoli,29,170,68,CM
Manuel Locatelli,83,1,4,1.3,64,70,80,78,79,80,Italy,Serie A,Juventus,26,185,75,CDM
Bradley Locko,77,0,3,0.3,75,51,64,73,75,70,France,Ligue 1,Brest,22,180,65,LB
Tom Lockyer,73,1,1,1.1,53,36,54,61,74,78,Wales,Premier League,Luton Town,29,185,72,CB
Renan Lodi,77,0,0,0.3,79,67,75,76,72,73,Brazil,Ligue 1,Marseille,26,173,68,LB
Ruben Loftus-Cheek,81,6,1,3.7,81,76,79,82,77,83,England,Serie A,Milan,28,191,88,CM
Enzo Loiodice,75,0,1,0.5,66,64,74,77,69,67,France,La Liga,Las Palmas,23,175,71,CM
Sean Longstaff,76,6,2,6.6,56,68,73,73,73,71,England,Premier League,Newcastle Utd,26,187,74,CM
Ademola Lookman,82,11,7,9.1,84,81,71,86,31,66,Nigeria,Serie A,Atalanta,26,174,71,ST
Noah Loosli,67,0,0,0.0,64,44,47,55,66,75,Switzerland,Bundesliga,Bochum,27,186,84,CB
Anthony Lopes,79,0,0,0.0,80,76,69,83,65,76,Portugal,Ligue 1,Lyon,33,184,81,GK
David López,80,3,0,2.1,45,60,71,66,82,75,Spain,La Liga,Girona,34,183,81,CB
Diego López,76,3,6,3.7,79,70,71,75,37,60,Spain,La Liga,Valencia,22,172,63,LM
Javi López,70,1,3,0.9,77,29,54,59,67,68,Spain,La Liga,Alavés,22,183,75,LB
Pau López,79,0,0,0.0,77,77,79,82,48,80,Spain,Ligue 1,Marseille,29,189,77,GK
Unai López,74,1,2,1.1,70,70,77,76,67,68,Spain,La Liga,Rayo Vallecano,28,170,68,CDM
Dion Lopy,73,0,0,1.3,64,60,69,72,70,73,Senegal,La Liga,Almería,22,186,79,CDM
Anthony Losilla,74,1,2,2.3,42,59,66,71,72,74,France,Bundesliga,Bochum,38,185,78,CDM
Jordan Lotomba,75,1,0,0.9,78,48,65,72,71,68,Switzerland,Ligue 1,Nice,25,177,67,RB
Tom Louchet,68,1,1,1.0,69,63,66,71,62,61,France,Ligue 1,Nice,21,178,66,LW
Dejan Lovren,74,0,0,0.4,50,40,58,58,74,74,Croatia,Ligue 1,Lyon,35,188,84,CB
Max Lowe,72,0,0,0.6,78,46,63,73,69,67,England,Premier League,Sheffield Utd,27,175,74,LB
Lorenzo Lucca,72,8,4,7.8,57,73,59,64,32,80,Italy,Serie A,Udinese,24,201,80,ST
Jhon Lucumí,77,0,0,0.8,66,37,62,61,78,78,Colombia,Serie A,Bologna,26,187,82,CB
Douglas Luiz,83,9,5,6.9,66,78,85,80,75,76,Brazil,Premier League,Aston Villa,26,175,66,CM
Romelu Lukaku,82,13,3,9.8,79,82,73,74,38,82,Belgium,Serie A,Roma,31,191,94,ST
Castello Lukeba,79,1,0,0.8,70,43,68,73,80,73,France,Bundesliga,RB Leipzig,21,184,73,CB
Saša Lukić,75,1,0,1.6,53,69,74,75,70,70,Serbia,Premier League,Fulham,28,183,77,CM
Karlo Lulić,67,0,0,0.0,59,64,67,67,55,70,Croatia,Serie A,Frosinone,28,187,81,CM
Andriy Lunin,81,0,0,0.0,80,78,77,82,37,80,Ukraine,La Liga,Real Madrid,25,191,83,GK
Sebastiano Luperto,77,1,1,1.7,64,48,59,63,79,73,Italy,Serie A,Empoli,28,191,75,CB
Zito Luvumbo,73,4,5,4.0,87,70,66,78,46,66,Angola,Serie A,Cagliari,22,171,65,ST
Senne Lynen,75,0,3,0.4,70,62,72,67,73,77,Belgium,Bundesliga,Werder Bremen,25,185,80,CDM
Othmane Maamma,60,1,0,0.3,68,57,52,63,29,65,Morocco,Ligue 1,Montpellier,18,180,78,RM
Alexis Mac Allister,86,5,5,3.7,69,82,85,84,76,76,Argentina,Premier League,Liverpool,25,176,72,CM
Deiver Machado,76,4,0,1.7,84,69,71,76,70,76,Colombia,Ligue 1,Lens,31,180,75,LB
Darwin Machís,77,4,0,1.4,86,76,72,82,38,67,Venezuela,La Liga,Cádiz,31,174,74,LM
James Maddison,85,4,9,6.4,71,81,86,86,54,63,England,Premier League,Tottenham,27,175,73,CAM
Noni Madueke,78,5,2,2.5,90,72,72,82,38,67,England,Premier League,Chelsea,22,182,75,RM
Pablo Maffeo,79,1,2,0.8,82,52,70,79,76,70,Argentina,La Liga,Mallorca,27,172,70,RB
Gabriel Magalhães,86,4,0,4.3,69,41,63,61,86,82,Brazil,Premier League,Arsenal,26,190,87,CB
Soungoutou Magassa,72,0,0,0.6,58,48,64,62,71,71,France,Ligue 1,Monaco,20,188,75,CB
Giulio Maggiore,74,4,2,2.3,69,61,69,70,72,71,Italy,Serie A,Salernitana,26,184,69,CM
Matej Maglica,71,1,0,0.6,53,50,46,44,69,82,Croatia,Bundesliga,Darmstadt 98,25,198,99,CB
Giangiacomo Magnani,75,0,0,0.5,64,39,45,50,76,72,Italy,Serie A,Hellas Verona,28,191,87,CB
Hugo Magnetti,75,2,0,2.4,45,50,68,74,69,75,France,Ligue 1,Brest,26,172,75,CDM
Yohann Magnin,70,1,0,1.6,65,57,62,65,67,69,France,Ligue 1,Clermont Foot,27,183,71,CDM
Frank Magri,72,5,2,3.1,77,72,59,73,21,63,Cameroon,Ligue 1,Toulouse,25,178,75,ST
Harry Maguire,80,2,2,2.0,37,57,70,65,80,82,England,Premier League,Manchester Utd,31,193,100,CB
Arne Maier,76,2,4,1.5,62,62,74,75,69,74,Germany,Bundesliga,Augsburg,25,187,84,CM
Habib Maïga,71,0,0,0.1,59,56,65,68,68,81,Côte d'Ivoire,Ligue 1,Metz,28,181,80,CDM
Mike Maignan,87,0,1,0.0,84,83,85,88,64,84,France,Serie A,Milan,29,191,89,GK
Linton Maina,72,1,3,1.9,91,62,64,73,29,55,Germany,Bundesliga,Köln,25,173,70,LM
Patrick Mainka,76,2,0,3.2,55,40,51,53,78,81,Germany,Bundesliga,Heidenheim,29,193,88,CB
Kobbie Mainoo,77,3,1,0.9,74,66,74,81,73,72,England,Premier League,Manchester Utd,19,181,80,CDM
Ainsley Maitland-Niles,75,1,4,3.0,76,61,71,73,71,72,England,Ligue 1,Lyon,27,180,71,RB
Radosław Majecki,77,0,0,0.0,77,74,71,78,31,75,Poland,Ligue 1,Monaco,24,193,78,GK
Jean-Victor Makengo,71,0,0,0.3,63,66,71,71,71,68,France,Ligue 1,Lorient,26,177,75,CM
Jordy Makengo,70,0,0,0.2,82,30,58,64,67,72,France,Bundesliga,Freiburg,23,190,79,LB
Antoine Makoumbou,73,1,0,0.7,72,59,67,76,68,78,Congo,Serie A,Cagliari,26,187,80,CDM
Nemanja Maksimović,78,4,0,5.5,47,73,74,73,77,79,Serbia,La Liga,Getafe,29,189,78,CM
Julián Malatini,68,1,0,1.0,74,34,57,65,66,71,Argentina,Bundesliga,Werder Bremen,23,191,84,CB
Youssef Maleh,72,0,1,1.6,61,65,73,72,66,64,Morocco,Serie A,Empoli,26,177,74,CM
Donyell Malen,83,13,1,9.5,89,81,74,85,35,72,Holland,Bundesliga,Dortmund,25,176,68,RM
Ruslan Malinovskyi,77,4,1,1.1,67,79,79,77,63,79,Ukraine,Serie A,Genoa,31,181,79,CM
Lennard Maloney,73,1,1,0.8,64,44,56,60,75,86,United States,Bundesliga,Heidenheim,24,187,88,CDM
Aaron Malouda,62,0,0,0.0,74,54,57,67,32,44,France,Ligue 1,Lille,18,180,75,CAM
Giorgi Mamardashvili,85,0,0,0.0,86,83,72,85,48,85,Georgia,La Liga,Valencia,23,199,88,GK
Wilson Manafá,72,0,0,0.0,84,58,65,72,67,67,Portugal,La Liga,Granada,30,175,69,RB
Gianluca Mancini,82,4,1,1.9,71,45,56,64,83,85,Italy,Serie A,Roma,28,190,77,CB
Steve Mandanda,78,0,0,0.0,75,77,74,79,49,77,France,Ligue 1,Rennes,39,187,86,GK
Christos Mandas,72,0,0,0.0,75,70,71,78,23,69,Greece,Serie A,Lazio,22,189,73,GK
Aïssa Mandi,76,1,0,0.6,59,46,71,67,77,72,Algeria,La Liga,Villarreal,32,184,78,CB
Rolando Mandragora,77,3,3,3.5,46,66,75,75,74,74,Italy,Serie A,Fiorentina,27,183,75,CDM
Vito Mannone,72,0,0,0.0,70,69,68,71,55,74,Italy,Ligue 1,Lille,36,189,77,GK
Braydon Manu,73,0,0,0.4,86,66,63,76,37,70,Ghana,Bundesliga,Darmstadt 98,27,170,70,RM
Marcão,78,0,0,0.0,63,36,60,70,78,85,Brazil,La Liga,Sevilla,28,185,80,CB
Solly March,78,3,1,2.0,75,71,76,79,67,65,England,Premier League,Brighton,30,180,77,RM
Riccardo Marchizza,68,0,4,0.4,55,37,60,64,69,66,Italy,Serie A,Frosinone,26,186,80,LB
Alberto Marí,67,1,1,1.8,64,68,54,64,27,59,Spain,La Liga,Valencia,23,183,78,ST
Pablo Marí,75,0,0,0.4,55,40,49,53,77,72,Spain,Serie A,Monza,31,193,87,CB
José María Giménez,83,0,0,0.4,71,46,58,61,85,82,Uruguay,La Liga,Atlético Madrid,29,185,79,CB
Mirko Marić,69,1,0,0.9,68,70,53,64,28,70,Croatia,Serie A,Monza,29,188,77,ST
Rafa Marín,71,0,0,0.7,67,28,58,57,71,72,Spain,La Liga,Alavés,22,191,78,CB
Răzvan Marin,75,0,3,1.1,64,74,76,75,67,71,Romania,Serie A,Empoli,28,178,75,CM
Guillermo Maripán,77,1,0,0.4,33,42,58,53,78,78,Chile,Ligue 1,Monaco,30,190,83,CB
Omar Marmoush,79,12,6,11.6,89,78,66,83,32,71,Egypt,Bundesliga,Eint Frankfurt,25,183,81,ST
Marquinhos,87,0,0,0.3,79,56,75,74,89,81,Brazil,Ligue 1,Nantes,30,183,75,CB
Unai Marrero,65,0,0,0.0,67,65,59,68,22,65,Spain,La Liga,Real Sociedad,22,189,82,GK
Agustín Martegani,70,1,0,0.6,73,67,71,72,58,63,Argentina,Serie A,Salernitana,24,183,74,CM
Eric Martel,75,1,1,2.2,63,51,62,71,76,81,Germany,Bundesliga,Köln,22,188,81,CDM
Roger Martí,73,2,3,2.8,72,73,62,73,42,70,Spain,La Liga,Cádiz,33,179,74,ST
Iván Martín,80,5,4,2.9,75,75,79,81,68,63,Spain,La Liga,Girona,25,178,70,CAM
Jonas Martin,72,0,1,1.2,44,64,72,67,70,63,France,Ligue 1,Brest,34,184,77,CDM
Mario Martín,68,0,0,0.0,68,53,68,72,63,49,Spain,La Liga,Real Madrid,20,177,75,CM
Tommaso Martinelli,59,0,0,0.0,61,59,56,62,23,58,Italy,Serie A,Fiorentina,18,196,90,GK
Emiliano Martínez,87,0,0,0.0,84,82,83,86,56,87,Argentina,Premier League,Aston Villa,32,195,88,GK
Iñigo Martínez,81,0,0,0.4,71,56,67,61,81,80,Spain,La Liga,Barcelona,33,182,76,CB
Lautaro Martínez,89,24,3,17.6,82,88,75,87,54,85,Argentina,Serie A,Inter,27,174,72,ST
Lisandro Martínez,84,0,1,0.0,71,59,78,79,85,81,Argentina,Premier League,Manchester Utd,26,178,77,CB
Marc Martínez,68,0,0,0.0,70,68,65,71,49,66,Spain,La Liga,Granada,34,186,72,GK
Lucas Martínez Quarta,77,5,1,2.7,56,56,69,70,76,78,Argentina,Serie A,Fiorentina,28,183,78,CB
Adam Marušić,79,1,0,0.4,87,66,67,74,76,80,Montenegro,Serie A,Lazio,31,185,81,LB
Marvin,72,0,2,0.9,88,61,68,71,60,71,Spain,La Liga,Las Palmas,24,178,63,RM
Omar Mascarell,75,0,0,0.4,53,64,71,74,72,71,Spain,La Liga,Mallorca,31,181,76,CM
Erhan Mašović,73,0,0,1.1,61,33,49,56,75,69,Serbia,Bundesliga,Bochum,25,189,82,CB
Han-Noah Massengo,71,0,0,0.0,69,48,66,74,69,66,France,Premier League,Burnley,23,175,70,CDM
Roberto Massimo,67,0,0,0.0,82,60,57,71,53,62,Germany,Bundesliga,Stuttgart,23,183,82,RM
Clinton Mata,76,0,3,0.6,78,61,68,73,74,77,Angola,Ligue 1,Lyon,31,180,73,RB
Pape Matar Sarr,79,3,3,3.4,70,65,75,78,76,75,Senegal,Premier League,Tottenham,22,184,70,CDM
Eliot Matazo,72,0,1,0.1,68,60,69,75,67,76,Belgium,Ligue 1,Monaco,22,170,67,CDM
Jean-Philippe Mateta,79,16,5,10.9,76,78,63,73,39,82,France,Premier League,Crystal Palace,27,192,88,ST
Remi Matthews,63,0,0,0.0,64,63,62,63,45,62,England,Premier League,Crystal Palace,30,192,78,GK
Alan Matturro,66,0,0,0.1,64,30,52,54,67,64,Uruguay,Serie A,Genoa,19,189,77,CB
Aïman Maurer,64,0,0,0.1,59,58,63,69,38,44,Morocco,Ligue 1,Clermont Foot,19,173,67,LM
Konstantinos Mavropanos,78,1,0,1.2,74,56,54,59,79,82,Greece,Premier League,West Ham,26,194,89,CB
Christian Mawissa,72,2,0,1.0,65,31,54,62,73,73,France,Ligue 1,Toulouse,19,180,75,CB
Philipp Max,75,1,2,0.2,73,65,74,74,70,72,Germany,Bundesliga,Eint Frankfurt,30,177,77,LB
Luís Maximiano,77,0,0,0.0,77,75,72,79,55,72,Portugal,La Liga,Almería,25,190,82,GK
Noam Mayoka-Tika,62,0,0,0.0,58,51,61,60,58,61,Belgium,Ligue 1,Marseille,20,183,80,CM
Borja Mayoral,79,15,1,11.9,71,80,71,77,39,67,Spain,La Liga,Getafe,27,182,74,ST
Senny Mayulu,65,0,1,0.1,72,60,63,71,48,53,France,Ligue 1,Paris S-G,18,183,69,CAM
Youssef Maziz,72,1,0,0.1,62,69,72,75,34,61,France,Ligue 1,Metz,26,175,76,CAM
Noussair Mazraoui,81,0,3,0.9,78,66,77,83,77,71,Morocco,Bundesliga,Bayern Munich,26,183,65,RB
Luca Mazzitelli,73,5,0,2.3,40,62,75,71,64,68,Italy,Serie A,Frosinone,28,187,76,CM
Kevin Mbabu,76,0,2,0.1,84,51,67,71,73,78,Switzerland,Bundesliga,Augsburg,29,184,83,RB
Noah Mbamba,65,0,1,0.0,73,37,54,65,64,70,Belgium,Bundesliga,Leverkusen,19,187,75,CDM
Ethan Mbappé,63,0,0,0.1,61,54,65,65,57,49,France,Ligue 1,Paris S-G,17,176,70,CM
Kylian Mbappé,91,27,7,21.0,97,90,80,92,36,78,France,Ligue 1,Paris S-G,25,182,75,ST
Malick Mbaye,63,0,0,0.4,82,63,54,63,29,56,Senegal,Ligue 1,Metz,20,173,68,RM
Chancel Mbemba,79,2,2,1.8,73,57,65,68,80,81,Congo DR,Ligue 1,Marseille,30,182,81,CB
Nolan Mbemba,67,1,0,0.0,66,60,65,68,63,73,Congo,Ligue 1,Le Havre,29,182,75,CM
Bryan Mbeumo,80,9,6,9.8,84,80,74,80,49,76,Cameroon,Premier League,Brentford,25,171,75,RW
James McConnell,63,0,0,0.0,64,50,62,63,57,64,England,Premier League,Liverpool,20,180,72,CM
John McGinn,82,6,4,5.0,68,77,80,82,78,85,Scotland,Premier League,Aston Villa,29,178,68,CM
Scott McKenna,71,0,0,0.2,51,32,46,51,70,80,Scotland,Premier League,Nott'ham Forest,27,189,80,CB
Weston McKennie,78,0,7,3.0,76,73,77,78,79,80,United States,Serie A,Juventus,26,180,86,CM
Dwight McNeil,77,3,6,3.4,68,73,77,78,55,68,England,Premier League,Everton,24,183,70,LM
Scott McTominay,78,7,1,5.7,55,78,71,73,75,84,Scotland,Premier League,Manchester Utd,27,193,88,CDM
Facundo Medina,80,1,3,1.1,73,36,69,72,80,79,Argentina,Ligue 1,Lens,25,184,77,CB
Ben Mee,78,2,0,1.5,45,42,54,57,82,76,England,Premier League,Brentford,34,180,82,CB
Marvin Mehlem,74,3,2,3.8,68,67,70,77,54,64,Germany,Bundesliga,Darmstadt 98,27,174,67,CAM
Birger Meling,73,0,0,0.2,79,55,68,72,69,66,Norway,Ligue 1,Rennes,29,173,67,LB
Houboulang Mendes,69,0,0,0.0,72,42,59,63,68,71,Guinea-Bissau,La Liga,Almería,26,184,76,RB
Nuno Mendes,83,1,1,0.3,89,58,76,82,78,76,Portugal,Ligue 1,Paris S-G,22,180,70,LB
Tomás Mendes,60,0,0,0.0,63,54,54,59,50,58,Spain,La Liga,Alavés,19,179,72,CM
Brais Méndez,81,5,6,4.2,71,80,82,81,65,73,Spain,La Liga,Real Sociedad,27,187,76,CM
Diego Méndez,60,0,0,0.0,63,27,47,45,60,59,Spain,La Liga,Rayo Vallecano,21,182,75,CB
Antoine Mendy,69,0,0,0.1,67,41,55,63,70,67,France,Ligue 1,Nice,20,187,75,CB
Benjamin Mendy,72,2,1,1.1,69,53,73,73,71,67,France,Ligue 1,Lorient,30,185,85,LB
Ferland Mendy,84,0,0,0.2,89,64,76,76,81,85,France,La Liga,Real Madrid,29,180,73,LB
Formose Mendy,71,0,0,0.3,75,37,56,60,70,75,Senegal,Ligue 1,Lorient,23,191,79,CB
Nampalys Mendy,75,0,1,0.2,56,54,70,74,74,67,Senegal,Ligue 1,Lens,32,168,70,CDM
Teden Mengi,74,1,0,0.6,78,39,55,64,74,74,England,Premier League,Luton Town,22,183,78,CB
Chris Mepham,71,0,1,0.1,47,37,55,60,72,72,Wales,Premier League,Bournemouth,26,190,84,CB
Alex Meret,81,0,0,0.0,80,78,72,84,44,83,Italy,Serie A,Napoli,27,192,82,GK
Mikel Merino,85,5,3,3.3,72,79,82,82,83,82,Spain,La Liga,Real Sociedad,28,189,83,CM
Junior Messias,75,1,0,1.6,79,72,72,78,49,56,Brazil,Serie A,Genoa,33,179,70,RM
Thomas Meunier,76,0,0,0.5,68,74,72,71,74,82,Belgium,Bundesliga,Dortmund,33,191,90,RB
Bastien Meupiyou,61,0,0,0.0,58,33,43,43,62,62,France,Ligue 1,Nantes,18,191,76,CB
Alexander Meyer,75,0,0,0.0,72,71,77,76,41,74,Germany,Bundesliga,Dortmund,33,195,88,GK
Omenuke Mfulu,72,0,0,0.0,76,54,62,69,70,79,Congo DR,La Liga,Las Palmas,30,182,76,CDM
Sven Michel,71,2,1,2.4,69,73,66,74,34,72,Germany,Bundesliga,Augsburg,34,177,78,ST
Miguel,73,0,0,0.1,71,73,54,73,31,77,Spain,La Liga,Alavés,25,182,83,ST
Georges Mikautadze,77,13,4,9.5,81,78,72,80,40,71,Georgia,Ligue 1,Metz,23,176,71,ST
Nikola Milenković,79,0,0,0.4,58,45,62,62,79,82,Serbia,Serie A,Fiorentina,26,195,90,CB
Lewis Miley,72,1,3,1.2,65,61,72,73,64,66,England,Premier League,Newcastle Utd,18,189,68,CM
Arkadiusz Milik,81,4,1,5.1,56,82,72,77,40,72,Poland,Serie A,Juventus,30,186,80,ST
Vanja Milinković-Savić,77,0,0,0.0,81,76,84,77,43,77,Serbia,Serie A,Torino,27,202,99,GK
Éder Militão,85,0,0,0.1,85,50,69,71,85,82,Brazil,La Liga,Real Madrid,26,186,78,CB
Luis Milla,77,0,1,0.6,68,72,77,74,75,73,Spain,La Liga,Getafe,29,175,67,CM
Enzo Millot,77,5,4,5.3,75,69,74,81,61,57,France,Bundesliga,Stuttgart,22,174,66,CAM
James Milner,75,0,2,0.3,50,70,78,74,74,73,England,Premier League,Brighton,38,175,70,CM
Jovan Milošević,64,0,0,0.0,53,65,51,61,32,65,Serbia,Bundesliga,Stuttgart,19,190,82,ST
Marko Milovanović,68,1,0,1.5,59,69,50,64,27,67,Serbia,La Liga,Almería,21,196,85,ST
Takumi Minamino,79,9,6,5.9,79,74,75,82,40,64,Japan,Ligue 1,Monaco,29,172,67,CAM
Lucas Mincarelli,70,1,1,0.4,70,50,63,66,69,59,France,Ligue 1,Montpellier,20,180,65,LB
Tyrone Mings,79,0,0,0.0,64,44,67,64,78,80,England,Premier League,Aston Villa,31,196,77,CB
Ignasi Miquel,70,1,1,1.4,54,35,56,59,70,71,Spain,La Liga,Granada,31,188,82,CB
Rafa Mir,77,2,0,1.4,76,77,66,72,45,79,Spain,La Liga,Sevilla,27,191,86,ST
Kevin Miranda,62,0,0,0.0,53,31,39,37,64,63,Italy,Serie A,Sassuolo,21,188,80,CB
Fabio Miretti,74,1,1,1.2,75,60,75,76,66,70,Italy,Serie A,Juventus,21,180,72,CM
Filippo Missori,60,0,0,0.3,50,35,48,59,61,45,Italy,Serie A,Sassuolo,20,182,70,RB
Tyrick Mitchell,77,2,3,1.6,75,41,62,73,76,69,England,Premier League,Crystal Palace,25,175,66,LB
Kaoru Mitoma,81,3,4,3.5,84,73,75,85,57,65,Japan,Premier League,Brighton,27,178,71,LM
Aleksandar Mitrović,82,0,0,0.2,64,82,62,73,28,88,Serbia,Premier League,Fulham,29,189,90,ST
Stefan Mitrović,74,0,0,0.4,32,34,53,51,75,81,Serbia,Serie A,Hellas Verona,34,189,84,CB
Maximilian Mittelstädt,79,2,4,0.9,74,62,72,77,77,72,Germany,Bundesliga,Stuttgart,27,180,71,LB
Henrikh Mkhitaryan,83,2,8,3.6,78,79,82,84,72,77,Armenia,Serie A,Inter,35,177,75,CM
Jakub Moder,73,0,0,0.6,61,70,74,72,70,71,Poland,Premier League,Brighton,25,188,78,CM
Luka Modrić,86,2,6,1.3,72,76,88,87,71,64,Croatia,La Liga,Real Madrid,39,172,66,CM
Max Moerstedt,60,0,0,0.0,60,59,41,51,28,60,Germany,Bundesliga,Hoffenheim,18,194,77,ST
Terem Moffi,77,11,2,10.7,91,77,54,72,26,77,Nigeria,Ligue 1,Nice,25,188,89,ST
Mostafa Mohamed,75,8,2,7.8,72,76,58,69,37,79,Egypt,Ligue 1,Nantes,26,185,78,ST
Johan Mojica,77,0,3,1.0,88,65,73,72,72,70,Colombia,La Liga,Osasuna,32,185,73,LB
Nahuel Molina,82,2,3,1.3,85,67,75,78,78,71,Argentina,La Liga,Atlético Madrid,26,175,70,RB
Florent Mollet,73,4,4,5.9,66,72,77,75,51,63,France,Ligue 1,Nantes,32,174,68,CAM
Ilario Monterisi,65,2,2,1.1,53,30,45,47,65,67,Italy,Serie A,Frosinone,22,190,82,CB
César Montes,74,0,0,0.7,57,46,60,63,73,79,Mexico,La Liga,Almería,27,191,84,CB
Gonzalo Montiel,76,0,2,0.1,80,62,69,74,72,74,Argentina,Premier League,Nott'ham Forest,27,175,70,RB
Lorenzo Montipò,77,0,1,0.0,75,73,69,83,42,75,Italy,Serie A,Hellas Verona,28,191,82,GK
Kieffer Moore,72,1,0,1.5,62,69,56,65,46,80,Wales,Premier League,Bournemouth,32,196,89,ST
Mikey Moore,64,0,0,0.0,75,60,60,66,35,51,England,Premier League,Tottenham,17,180,74,LM
Diego Moreira,68,0,0,0.7,82,62,60,73,33,62,Portugal,Ligue 1,Lyon,20,179,73,LM
Alberto Moreno,76,2,2,0.7,79,69,73,76,71,68,Spain,La Liga,Villarreal,32,171,65,LB
Álex Moreno,79,2,0,1.1,79,66,74,77,76,68,Spain,Premier League,Aston Villa,31,179,68,LB
Gerard Moreno,83,10,6,9.7,77,85,77,81,46,72,Spain,La Liga,Villarreal,32,180,77,ST
Jorge Moreno,65,0,0,0.0,72,36,47,45,65,69,Spain,La Liga,Osasuna,23,184,79,CB
Mateu Morey,71,0,0,0.0,70,46,67,75,68,56,Spain,Bundesliga,Dortmund,24,173,67,RB
Ilaix Moriba,72,0,2,0.3,68,70,63,74,65,65,Guinea,La Liga,Getafe,21,185,73,CM
Manu Morlanes,74,0,2,1.0,67,64,75,73,69,68,Spain,La Liga,Mallorca,25,178,75,CM
Nikola Moro,75,1,0,0.7,67,73,75,74,70,75,Croatia,Serie A,Bologna,26,185,77,CDM
Carlton Morris,74,11,4,11.4,73,74,58,69,34,77,England,Premier League,Luton Town,28,185,85,ST
Yerson Mosquera,70,2,1,1.6,78,30,49,52,69,73,Colombia,La Liga,Villarreal,23,188,84,CB
Dany Mota,76,4,3,3.6,78,76,66,78,31,63,Portugal,Serie A,Monza,26,180,74,ST
Youssoufa Moukoko,77,5,0,3.9,77,76,59,80,34,67,Germany,Bundesliga,Dortmund,19,179,72,ST
Steve Mounié,76,6,2,8.9,63,75,64,71,45,79,Benin,Ligue 1,Brest,29,190,83,ST
Mason Mount,78,1,0,0.4,70,77,81,79,61,65,England,Premier League,Manchester Utd,25,181,74,CM
Loris Mouyokolo,63,0,0,0.0,57,34,39,46,61,75,France,Ligue 1,Lorient,23,194,85,CB
Mykhailo Mudryk,77,5,2,4.4,92,72,72,80,38,63,Ukraine,Premier League,Chelsea,23,175,61,LM
François Mughe,63,0,0,0.1,87,59,56,64,35,55,Cameroon,Ligue 1,Marseille,20,173,68,RM
Nordi Mukiele,79,0,0,1.3,77,49,68,71,80,80,France,Ligue 1,Paris S-G,26,187,84,RB
Samuele Mulattieri,70,0,0,1.6,71,69,60,69,37,67,Italy,Serie A,Sassuolo,23,183,77,ST
Andreas Müller,69,0,0,0.1,67,59,69,69,65,59,Germany,Bundesliga,Darmstadt 98,24,173,70,CDM
Kevin Müller,75,0,0,0.0,73,71,69,78,48,74,Germany,Bundesliga,Heidenheim,33,190,94,GK
